Freelancer_ID;Job_Category;Platform;Experience_Level;Client_Region;Payment_Method;Job_Completed;Earnings_USD;Hourly_Rate;Job_Success_Rate;Client_Rating;Job_Duration_Days;Project_Type;Rehire_Rate;Marketing_Spend;PC1;PC2
1536;App Development;Fiverr;Beginner;UK;PayPal;211;3994;39.32;56.09;4.19;29;Fixed;61.77;6;0.10811475344271888;-1.301515283
1537;Graphic Design;Freelancer;Beginner;Australia;Bank Transfer;53;5918;7.09;59.06;3.71;41;Fixed;24.77;361;-0.620138457;-0.416001556
1538;Customer Support;PeoplePerHour;Expert;Canada;Bank Transfer;36;5446;95.61;84.06;3.1;56;Fixed;68.91;171;1.1265154380725684;-0.805154811
1539;Data Entry;Upwork;Intermediate;Asia;Crypto;174;8091;44.51;59.07;3.06;88;Hourly;12.12;255;-0.778369154;0.3842774176215576
1540;Customer Support;Upwork;Beginner;UK;Crypto;133;181;79.94;76.26;3.85;16;Fixed;69.07;246;1.6755464766130743;-1.221500409
1541;Customer Support;Fiverr;Intermediate;Asia;PayPal;106;7340;18.55;85.45;3.17;12;Hourly;42.22;474;0.352512681;0.26692672615350543
1542;SEO;Fiverr;Beginner;Middle East;Mobile Banking;39;9632;82.17;55.34;4.21;66;Hourly;25.23;191;-0.392618479;0.8779934119428421
1543;Content Writing;Fiverr;Beginner;Middle East;Crypto;203;6566;86.71;78.37;4.76;62;Hourly;19.36;113;-1.110678683;1.2844522327165895
1544;SEO;Freelancer;Beginner;Europe;Crypto;81;9391;72.97;62.83;4.77;19;Fixed;76.73;22;0.44853118801798475;0.016530126
1545;SEO;PeoplePerHour;Intermediate;USA;Mobile Banking;18;5956;90.8;98.15;4.32;30;Hourly;15.09;357;-0.498059012;1.3014745035919726
1546;Data Entry;Upwork;Expert;USA;Crypto;135;857;20.88;74.18;3.42;16;Hourly;23.94;313;-0.163795554;-1.237615022
1547;Graphic Design;Toptal;Beginner;Australia;Bank Transfer;242;100;50.27;90.3;4.73;88;Fixed;34.35;275;-1.04669838;0.22787330734606168
1548;Web Development;Freelancer;Beginner;USA;Crypto;284;5327;63.91;77.51;4.77;13;Hourly;53.42;410;0.9776554253793253;1.501434031152679
1549;Digital Marketing;Upwork;Beginner;Asia;Bank Transfer;69;105;61.64;52.17;3.39;69;Fixed;48.14;372;1.2958618428539639;-1.435001601
1550;SEO;PeoplePerHour;Expert;Asia;PayPal;142;3714;86.8;81.66;4.47;23;Fixed;18.8;443;0.403505994;1.335370809599006
1551;Digital Marketing;Freelancer;Intermediate;Europe;PayPal;273;793;25.49;97.57;3.57;62;Hourly;30.28;135;-1.366109571;-0.888007753
1552;Graphic Design;Upwork;Intermediate;Middle East;Bank Transfer;232;6080;21.69;80.08;4.61;31;Hourly;26.71;356;-0.914309424;1.1435219644172756
1553;Digital Marketing;Freelancer;Intermediate;UK;Bank Transfer;205;8181;29.07;90.96;4.99;53;Hourly;24.95;194;-2.095816563;1.4762679295135523
1554;SEO;Upwork;Intermediate;UK;Mobile Banking;146;129;89.7;94.21;3.06;17;Hourly;38.78;257;1.034738282432234;-0.944349293
1555;Data Entry;Upwork;Beginner;Middle East;Bank Transfer;104;3016;94.4;61.4;4.79;49;Fixed;59.28;277;1.149487333841448;0.12158295592361003
1556;Digital Marketing;PeoplePerHour;Expert;Canada;Bank Transfer;142;3778;59.11;60.6;4.25;49;Hourly;25.22;69;-0.743915736;-0.583775656
1557;Graphic Design;Toptal;Beginner;Middle East;Crypto;172;4586;52.63;80.55;4.95;67;Hourly;35.67;358;-0.66517566;1.1619588207395544
1558;Graphic Design;PeoplePerHour;Expert;UK;Mobile Banking;103;175;62.51;70.55;3.93;26;Fixed;37.36;359;0.8065803416574936;-0.757688659
1559;App Development;Upwork;Intermediate;Australia;Bank Transfer;70;5863;63.55;91.99;4.69;13;Hourly;78.35;35;-0.037209396;-0.541584076
1560;App Development;Freelancer;Expert;Europe;Bank Transfer;51;8460;21.18;95;3.12;38;Hourly;76.83;107;-0.350343394;-1.135003538
1561;Data Entry;PeoplePerHour;Beginner;Middle East;Bank Transfer;235;997;70.21;67.67;3.67;22;Hourly;66.01;23;1.0368993069176908;-1.698135607
1562;Digital Marketing;Toptal;Beginner;Canada;Crypto;150;644;47.97;61.84;3.13;85;Hourly;26.92;139;-0.418547341;-1.70004857
1563;Digital Marketing;Upwork;Intermediate;Australia;Crypto;211;5080;54.15;89.03;4.95;29;Hourly;14.76;464;-0.652422893;2.024896077759945
1564;App Development;PeoplePerHour;Beginner;Middle East;Crypto;150;190;7.88;63.74;4.63;45;Fixed;32.18;21;-1.635610937;-1.834556951
1565;Web Development;PeoplePerHour;Beginner;Australia;PayPal;156;3105;77.63;91.13;4.71;46;Hourly;28.68;338;-0.328815489;1.0155667724576176
1566;Content Writing;PeoplePerHour;Expert;Middle East;Crypto;283;9872;84.37;71.19;4.88;39;Fixed;45.41;328;0.4841567060872554;2.5462571950261674
1567;Graphic Design;PeoplePerHour;Beginner;Australia;Bank Transfer;144;9118;63.85;83.38;3.17;69;Fixed;64.44;203;0.3422155568748434;0.2179451633670817
1568;Web Development;Freelancer;Intermediate;Asia;Crypto;155;4255;76.13;54.78;3.77;78;Fixed;70.08;379;1.7425212892323583;-0.069491713
1569;Graphic Design;Toptal;Intermediate;USA;Crypto;25;5221;54.66;81.19;3.14;82;Fixed;69.14;223;0.3388676667369197;-1.109106512
1570;Customer Support;Toptal;Beginner;Australia;Mobile Banking;258;7832;63.74;72.59;3.42;68;Hourly;35.18;222;-0.070330508;0.7805190372622794
1571;Customer Support;Upwork;Intermediate;Asia;Bank Transfer;68;2710;42.48;79.33;3.46;39;Hourly;58.11;80;-0.098356282;-1.884484852
1572;Web Development;Fiverr;Expert;USA;Crypto;222;6906;80.23;58.4;3.94;20;Fixed;31.9;406;1.2689269756425958;1.3100508849666488
1573;Customer Support;Freelancer;Expert;UK;PayPal;76;6139;49.49;86.84;3.54;77;Hourly;14.26;329;-1.15636514;0.5147413580506924
1574;App Development;Upwork;Beginner;USA;Mobile Banking;166;5368;69.62;93.14;3.2;68;Hourly;59.11;190;0.2349554902864931;-0.266008307
1575;App Development;Upwork;Beginner;Australia;Crypto;134;2602;64.04;60.84;3.33;35;Fixed;10.69;285;0.21466613019727634;-0.515413567
1576;Content Writing;PeoplePerHour;Expert;Europe;Mobile Banking;73;3661;71.72;54.79;3.29;8;Hourly;38.64;146;1.0048525659980294;-1.384769321
1577;Web Development;Fiverr;Intermediate;Europe;Mobile Banking;229;8112;79.6;51.18;4.95;52;Fixed;33.06;281;0.22319526203019255;1.7662879596364263
1578;Graphic Design;Fiverr;Beginner;UK;PayPal;250;1090;53.71;82.1;4.52;40;Fixed;58.54;473;1.011376850174839;0.5081945531053296
1579;Digital Marketing;Freelancer;Beginner;Australia;PayPal;72;8556;82.24;80.35;4.94;36;Hourly;63.64;383;0.7285460936634968;1.6171740623687854
1580;Graphic Design;Fiverr;Intermediate;USA;PayPal;111;7653;52.24;77.33;3.88;6;Hourly;31.29;10;-0.841979941;-0.358747296
1581;SEO;Upwork;Beginner;Europe;Bank Transfer;113;4222;95.88;61.6;3.56;86;Hourly;66.81;275;1.5042223737275127;-0.337492297
1582;App Development;Fiverr;Intermediate;Middle East;Mobile Banking;107;2996;76.5;69.55;4.6;70;Fixed;30.57;373;0.039338160674927354;0.6315738890549484
1583;Data Entry;Fiverr;Intermediate;Canada;Crypto;145;3286;21.26;79.72;3.65;73;Fixed;41.24;55;-1.396450718;-1.397528027
1584;Data Entry;Toptal;Intermediate;Australia;PayPal;69;3730;83.81;74.84;3.6;16;Hourly;60.89;172;1.2141146750528307;-0.980708768
1585;App Development;Upwork;Intermediate;Asia;PayPal;138;4857;57.4;99.39;3.47;46;Fixed;58.5;451;0.7493007704590875;0.4503541899412158
1586;SEO;Fiverr;Intermediate;Asia;Mobile Banking;203;1587;98.52;56.82;3.26;59;Hourly;79.12;302;2.7131293872290017;-0.913271548
1587;Data Entry;Fiverr;Expert;Middle East;Mobile Banking;159;3922;73.29;84.76;3.51;38;Hourly;25.76;203;-0.144358817;-0.09470103
1588;Customer Support;PeoplePerHour;Intermediate;Middle East;Mobile Banking;83;1917;13.02;70.22;3.71;18;Hourly;56.36;344;0.4928439964809187;-1.43685543
1589;App Development;Fiverr;Expert;Australia;Crypto;254;1211;42.52;71.41;4.35;12;Hourly;52.68;247;0.5836770537323125;-0.551417891
1590;Data Entry;Fiverr;Intermediate;Canada;Bank Transfer;91;3970;54.14;85.88;3.13;54;Fixed;74.06;313;1.058060044964195;-0.927595386
1591;App Development;Toptal;Beginner;Europe;Bank Transfer;245;5743;84.71;84.62;3.42;47;Hourly;20.95;265;0.077540457;0.934072129
1592;Content Writing;Upwork;Expert;Canada;PayPal;92;3932;74.29;99.56;4.62;1;Fixed;62.63;21;-0.212537783;-0.587916412
1593;Digital Marketing;Freelancer;Beginner;UK;Bank Transfer;176;7788;40.09;56.42;3.29;15;Fixed;49.78;326;1.1080673974931419;-0.014426176
1594;Digital Marketing;Upwork;Intermediate;USA;Crypto;21;8506;67.08;55.21;3.69;80;Fixed;29.23;23;-0.929946984;-0.467753662
1595;Graphic Design;PeoplePerHour;Intermediate;USA;Bank Transfer;227;6381;59.81;86.22;4.73;21;Fixed;43.21;193;-0.396374773;0.9892726074273152
1596;SEO;Upwork;Beginner;Middle East;Crypto;298;5232;16.97;78.92;3.31;1;Fixed;33.36;95;-0.552147344;-0.680019369
1597;App Development;Fiverr;Intermediate;Europe;PayPal;223;9544;27.31;63.71;3.17;67;Fixed;50.55;468;0.6520979463723995;0.9802172512459354
1598;Web Development;PeoplePerHour;Beginner;Canada;Mobile Banking;238;9436;37.41;53.97;3.97;12;Hourly;72.23;444;1.7881930953725316;1.0130265366556108
1599;Graphic Design;Upwork;Intermediate;Middle East;Crypto;252;1576;23.57;54.28;3.6;28;Fixed;49.85;262;0.7613206936109957;-1.233349318
1600;Graphic Design;PeoplePerHour;Intermediate;Australia;Mobile Banking;56;8181;19.26;94.71;4.13;39;Hourly;54.22;71;-1.555598795;-0.423094891
1601;App Development;Freelancer;Expert;Middle East;PayPal;19;4444;10.53;59.59;4.61;37;Fixed;46.31;242;-0.694562555;-0.904917572
1602;App Development;Upwork;Beginner;Australia;Crypto;116;1208;87.94;66.17;3.27;60;Hourly;13.58;382;0.696790302;-0.234571253
1603;Graphic Design;Fiverr;Intermediate;Australia;Crypto;188;4417;32.45;61.33;4.16;31;Hourly;26.3;37;-1.045129066;-0.788390363
1604;Graphic Design;PeoplePerHour;Beginner;UK;Bank Transfer;11;4680;32.58;67.75;4.01;58;Fixed;44.44;404;-0.011847019;-0.306651718
1605;Digital Marketing;Toptal;Expert;UK;Crypto;55;3563;24.59;53.47;3.29;11;Hourly;31.72;391;0.709455777;-1.096538138
1606;Web Development;PeoplePerHour;Beginner;Australia;PayPal;245;1194;50.16;75.95;4.25;29;Hourly;22.72;376;0.057007133073268317;0.3177089948166291
1607;Customer Support;Toptal;Expert;Europe;Mobile Banking;249;118;53.85;53.38;3.55;89;Fixed;45.29;88;0.1135530542477062;-1.625054502
1608;Graphic Design;Fiverr;Beginner;UK;Crypto;190;3767;24.79;90.02;3.98;13;Fixed;32.6;27;-1.377116415;-0.91335342
1609;Customer Support;Freelancer;Beginner;UK;PayPal;291;9068;62.81;61.69;3.16;51;Fixed;28.07;91;-0.151656073;0.4616359384090572
1610;Digital Marketing;Toptal;Expert;USA;PayPal;96;9411;73.68;77;3.92;54;Fixed;42.48;53;-0.64362494;0.33396841959283013
1611;Graphic Design;Freelancer;Intermediate;Middle East;Crypto;110;9225;40.51;94;3.61;19;Fixed;19.33;158;-1.380920735;0.5389009682411624
1612;Data Entry;PeoplePerHour;Intermediate;USA;Bank Transfer;17;9694;60.62;82.54;4.64;58;Fixed;74.94;371;0.36215294516814267;1.1511600254839403
1613;Graphic Design;Fiverr;Intermediate;Europe;Crypto;150;9281;52.72;76.65;3.11;36;Fixed;70.74;227;0.911667792;-0.046583539
1614;App Development;Toptal;Beginner;UK;Crypto;123;4773;23.58;66.22;3.84;28;Fixed;59.53;472;0.9896248897611879;-0.151107275
1615;SEO;PeoplePerHour;Beginner;Asia;Bank Transfer;207;4263;74.35;66.65;3.92;68;Hourly;17.43;371;0.094829391;0.9135415991535393
1616;SEO;Upwork;Intermediate;UK;PayPal;145;6463;81.14;83.47;4.45;3;Fixed;64.31;375;1.3826908148723625;1.0442042807253928
1617;Graphic Design;PeoplePerHour;Beginner;Canada;Crypto;119;3516;66.64;99.71;4.15;89;Hourly;66.56;40;-0.843611082;-0.712885358
1618;Content Writing;Freelancer;Beginner;Europe;Bank Transfer;156;3076;35.77;83.09;4.33;41;Fixed;63.74;36;-0.62355823;-1.201287133
1619;Data Entry;Fiverr;Intermediate;Asia;Mobile Banking;61;7048;93.05;77.89;4.55;35;Fixed;17.98;124;-0.792112112;0.8082443780434251
1620;Web Development;Fiverr;Expert;Middle East;Mobile Banking;161;2797;48.26;86.53;4.72;76;Fixed;55.07;421;-0.080980597;0.6326249354908423
1621;Graphic Design;PeoplePerHour;Beginner;Middle East;Bank Transfer;137;7321;30.26;73.26;3.63;84;Fixed;68.4;178;-0.288509821;-0.475670197
1622;Customer Support;Upwork;Beginner;Asia;PayPal;167;6221;43.78;53.01;4.08;81;Hourly;50.41;331;0.2853278703565795;0.28709954486843375
1623;Web Development;Freelancer;Beginner;Middle East;Bank Transfer;279;3905;70.75;78.11;4.68;76;Hourly;55.25;36;-0.554448457;0.12167789612435555
1624;Data Entry;PeoplePerHour;Beginner;Asia;PayPal;187;8803;85.36;97.88;4.98;50;Fixed;42.09;100;-1.091849291;1.7060054725137284
1625;Graphic Design;PeoplePerHour;Expert;Europe;Mobile Banking;81;2253;38.87;58.77;4.78;74;Hourly;47.01;30;-1.095478575;-1.356053078
1626;Content Writing;Fiverr;Intermediate;Asia;Crypto;48;3469;27.1;84.5;3.74;82;Fixed;12.41;189;-2.025742343;-0.710526807
1627;Digital Marketing;Freelancer;Beginner;Asia;Bank Transfer;210;1194;64.52;60.05;3.39;30;Hourly;54.73;145;1.179542690907135;-1.513825885
1628;Content Writing;Upwork;Intermediate;Canada;Mobile Banking;42;2749;92.52;76.79;3.98;72;Fixed;15.7;89;-0.89365011;-0.515171018
1629;App Development;Fiverr;Beginner;Canada;Crypto;26;9793;22.41;54.83;4.48;77;Hourly;40.45;5;-1.847509481;-0.386191085
1630;Content Writing;PeoplePerHour;Expert;USA;Mobile Banking;77;610;81.29;72.52;3.99;70;Hourly;30.49;392;0.4700782419930737;-0.192171097
1631;Customer Support;Fiverr;Intermediate;Europe;Bank Transfer;245;1237;50.28;87.81;3.97;54;Hourly;48.18;138;-0.371902184;-0.724965263
1632;Digital Marketing;Fiverr;Expert;Europe;Bank Transfer;158;3183;80.95;67.38;4.68;71;Fixed;19.34;94;-0.978086087;0.1393959348269032
1633;App Development;Toptal;Beginner;Canada;Crypto;241;3461;53.03;83.25;3.72;85;Hourly;58.42;118;-0.320952329;-0.567113198
1634;Digital Marketing;Fiverr;Expert;Australia;Bank Transfer;9;1739;40.85;89.77;4.72;51;Fixed;65.65;365;-0.026538661;-0.531666331
1635;SEO;Fiverr;Expert;Australia;Mobile Banking;225;4457;71.19;96.36;3.81;28;Hourly;21.43;119;-0.795494962;0.3005664738223007
1636;Digital Marketing;Freelancer;Beginner;USA;Crypto;90;2473;90.56;61.73;3.66;64;Fixed;17.3;385;0.6425952409959091;0.12654439564956418
1637;Graphic Design;Fiverr;Beginner;Australia;Crypto;181;1419;35.42;69.97;3.91;85;Fixed;20.19;122;-1.415659939;-0.962864631
1638;Web Development;Upwork;Intermediate;Australia;Mobile Banking;263;6057;48.77;57.62;4.52;21;Fixed;71.4;284;1.2346154933415026;0.4095810296357377
1639;SEO;PeoplePerHour;Beginner;Australia;PayPal;224;6778;26.79;99.62;3.25;88;Hourly;46.97;365;-0.696324985;0.6484346858500595
1640;SEO;Freelancer;Intermediate;UK;Crypto;42;8822;22.42;96.35;3.39;27;Hourly;42.71;376;-0.50303896;0.37183189090418944
1641;Web Development;Fiverr;Expert;USA;PayPal;146;1026;78.9;77;4.9;27;Fixed;17.47;178;-0.581403054;0.067534617
1642;Customer Support;Upwork;Expert;Canada;Mobile Banking;239;4322;24.06;92.1;3.35;77;Fixed;55.47;489;0.22470098826134183;0.4078547389452715
1643;SEO;PeoplePerHour;Intermediate;Australia;Mobile Banking;207;6547;80.37;76.05;4.14;50;Fixed;70.76;324;1.270631451145757;0.8614320895656372
1644;Digital Marketing;Freelancer;Beginner;Middle East;Crypto;298;168;45.78;81.18;4.16;29;Hourly;67.97;406;1.321550817338239;-0.195655715
1645;Content Writing;Upwork;Beginner;Asia;Bank Transfer;176;1592;99.53;54.46;3.98;39;Hourly;53.82;483;2.4939347376988077;0.26715036803117814
1646;Data Entry;Fiverr;Expert;UK;Crypto;129;4912;23.75;87.76;4.29;57;Hourly;15.27;6;-2.60063048;-0.485847954
1647;Customer Support;Toptal;Intermediate;Australia;Bank Transfer;69;3093;13.83;56.39;3.46;37;Hourly;17.87;383;-0.257353493;-0.915576903
1648;Digital Marketing;Toptal;Expert;Asia;PayPal;285;1022;12.17;91.3;4.11;64;Hourly;13.45;311;-1.651401268;0.098866282
1649;App Development;Freelancer;Expert;Asia;Bank Transfer;276;965;84.36;89.1;3.74;48;Fixed;28.02;126;-0.163816966;-0.243026889
1650;App Development;Upwork;Beginner;UK;Crypto;248;6671;46.59;85.44;4.32;22;Fixed;19.5;76;-1.415383018;0.6219725564973926
1651;Content Writing;PeoplePerHour;Intermediate;USA;Bank Transfer;19;9679;5.3;51.81;3.28;30;Fixed;28.2;233;-0.678678885;-0.61448622
1652;Customer Support;Upwork;Expert;Middle East;Mobile Banking;230;636;88.1;65.16;4.14;28;Fixed;36.95;317;1.2424638492494218;-0.008113625
1653;Customer Support;Toptal;Beginner;Middle East;PayPal;135;8592;88.31;63.16;3.37;23;Hourly;76.01;73;1.5481875569934362;-0.465364763
1654;Content Writing;Freelancer;Expert;Middle East;Mobile Banking;199;5675;81.61;68.01;3.56;4;Hourly;52.73;483;2.246968431913596;0.834982493
1655;Customer Support;Fiverr;Expert;Australia;Mobile Banking;297;7404;28.59;54.38;3.44;3;Fixed;68.45;463;2.076735741267968;0.46573980658388775
1656;SEO;Upwork;Beginner;UK;Mobile Banking;213;4641;40.41;96.85;3.37;61;Hourly;59.72;270;-0.024571186;-0.180956873
1657;Graphic Design;Toptal;Beginner;Middle East;Mobile Banking;117;2612;75.77;77.69;4.65;4;Fixed;17.88;308;0.003719126;0.4816666557926658
1658;Graphic Design;PeoplePerHour;Intermediate;Asia;Bank Transfer;248;6889;51.49;65.28;3.57;65;Hourly;61.51;426;1.1968628398136172;0.7663335015371203
1659;Customer Support;Freelancer;Expert;Asia;Mobile Banking;170;8514;19.61;69.85;4.85;12;Hourly;29.26;466;-0.413477367;1.716439706453143
1660;SEO;Fiverr;Intermediate;Europe;Bank Transfer;195;2977;28.07;72.36;4.94;13;Fixed;54.74;468;0.6009154178968198;0.5323002268306957
1661;SEO;Upwork;Beginner;Europe;Mobile Banking;261;6245;97.4;80.03;4.14;34;Fixed;33.87;119;0.10972390365251428;0.949140791
1662;Web Development;PeoplePerHour;Beginner;UK;Crypto;222;6326;19.35;75.78;3.29;59;Fixed;79.84;34;-0.103813202;-1.356223713
1663;Web Development;Fiverr;Expert;Australia;Mobile Banking;279;4340;73.98;95.97;3.75;73;Hourly;28.45;206;-0.664228741;0.7677332115650454
1664;Data Entry;Toptal;Intermediate;Australia;Crypto;56;5932;50.41;74.85;4.6;31;Hourly;29.54;495;0.019971290049839018;1.1624209299633017
1665;Data Entry;Toptal;Intermediate;USA;Bank Transfer;162;6496;76.12;99.61;3.73;71;Hourly;75.15;269;0.543776305;0.5034332421047587
1666;Data Entry;PeoplePerHour;Expert;USA;PayPal;59;5217;67.81;92.57;3.17;13;Fixed;11.73;92;-0.879811572;-0.605482562
1667;Data Entry;Toptal;Expert;Middle East;Bank Transfer;18;1572;46.72;60.43;4.11;54;Fixed;58.77;452;1.0773169570989078;-0.82843135
1668;Content Writing;Freelancer;Intermediate;Canada;PayPal;273;9073;38.62;96.53;4.69;2;Fixed;60.77;377;0.1753133985166374;1.927284619237936
1669;Content Writing;PeoplePerHour;Beginner;Asia;PayPal;94;611;76.66;55.82;4.59;33;Hourly;68.55;176;1.265233928118974;-1.279555862
1670;Web Development;Toptal;Beginner;USA;Mobile Banking;31;3590;35.7;90.87;3.35;50;Hourly;78.21;273;0.5035051423378668;-1.410087558
1671;Graphic Design;Upwork;Expert;Australia;PayPal;93;1529;79.84;69.03;4.35;7;Fixed;78.29;178;1.6357864665186688;-1.22012796
1672;SEO;Toptal;Intermediate;Asia;Bank Transfer;45;6727;69.59;93.9;3.44;18;Fixed;14.57;128;-0.954539573;-0.042339899
1673;App Development;Freelancer;Intermediate;Canada;Mobile Banking;272;1255;59.88;93.4;3.44;51;Fixed;67.53;124;0.45802198207010014;-1.0672977
1674;Graphic Design;Fiverr;Intermediate;USA;PayPal;142;6710;40.04;90.3;4.75;8;Hourly;55.24;26;-0.998138597;-0.116262831
1675;Digital Marketing;Fiverr;Beginner;UK;Bank Transfer;10;8898;24.48;89.5;3.5;55;Hourly;55.31;63;-1.302281278;-0.827704758
1676;Content Writing;Toptal;Beginner;Europe;PayPal;246;639;72.49;65.23;3.53;76;Fixed;18.98;59;-0.501203518;-1.004899269
1677;Data Entry;Fiverr;Intermediate;USA;PayPal;166;4376;13.68;54.05;3;43;Fixed;55.51;218;0.5088918002802395;-1.604062576
1678;Data Entry;Toptal;Intermediate;USA;Mobile Banking;184;4954;97.2;70.15;4.74;59;Fixed;78.77;216;1.264152268285393;0.49959684090508816
1679;Digital Marketing;Freelancer;Expert;UK;Mobile Banking;10;9613;97.98;58.68;4.59;30;Hourly;73.83;168;1.2232455026910083;0.46656551141092534
1680;Graphic Design;Fiverr;Expert;Australia;Bank Transfer;275;6471;17.37;84.75;4.25;59;Hourly;40.74;148;-1.441130448;0.3818420180516979
1681;Data Entry;Upwork;Intermediate;Middle East;Mobile Banking;276;3809;14.87;67.3;4.5;9;Hourly;12.8;269;-0.953018095;0.3534961928410492
1682;Graphic Design;Toptal;Intermediate;UK;Mobile Banking;160;8989;44.21;98.78;3.3;68;Fixed;35.36;115;-1.423764542;0.36111856273215226
1683;SEO;Fiverr;Beginner;Middle East;Crypto;89;8705;96.55;82.05;3.92;39;Fixed;67.85;244;1.0892511559413085;0.7560488056464059
1684;Digital Marketing;Freelancer;Intermediate;USA;Crypto;204;8995;43.03;91.12;3.7;81;Fixed;59.1;147;-0.80917154;0.5072176174476747
1685;App Development;Freelancer;Expert;Australia;Bank Transfer;14;5986;39.56;56.63;3.19;11;Fixed;42.15;91;0.1687417173604889;-1.708643627
1686;Graphic Design;Upwork;Beginner;Canada;Mobile Banking;142;8824;71.84;93.1;3.97;2;Fixed;13.86;84;-1.11387993;0.8951371677419445
1687;SEO;Freelancer;Expert;USA;Bank Transfer;246;2255;21.98;96.14;4.84;23;Fixed;39.88;86;-1.560175094;-0.328338358
1688;Customer Support;Freelancer;Expert;UK;Crypto;205;4164;39.52;74.35;3.08;63;Fixed;42.83;394;0.5067733132391777;-0.154636592
1689;Customer Support;Fiverr;Beginner;Canada;Crypto;160;4077;32.67;80.31;3.58;22;Fixed;75;119;0.44307406671319594;-1.417995256
1690;Graphic Design;Toptal;Expert;Europe;Crypto;279;4866;62.15;88.24;3.42;61;Fixed;54.88;449;1.0007440228675692;0.9025987233615466
1691;Customer Support;PeoplePerHour;Intermediate;Canada;Bank Transfer;229;7238;20.46;58.74;3.48;26;Fixed;31.82;339;0.14593050996085563;0.2756916271466384
1692;Graphic Design;Freelancer;Expert;UK;Mobile Banking;72;2858;57.13;75.13;4.82;12;Fixed;46.77;23;-0.572522385;-1.016456858
1693;Data Entry;Freelancer;Beginner;Asia;PayPal;188;3653;86.47;69.93;3.94;32;Hourly;14.62;374;0.5433156542414656;0.8567207003170734
1694;Web Development;PeoplePerHour;Beginner;Canada;Mobile Banking;199;3963;53.85;57.32;3.93;9;Fixed;78.08;88;1.3422220825393294;-1.314783444
1695;Customer Support;Freelancer;Beginner;UK;Bank Transfer;46;1469;69.93;68.38;4.52;69;Fixed;35.2;36;-0.893593399;-1.198685039
1696;Content Writing;Fiverr;Expert;Asia;Crypto;155;2217;12.15;53.41;3.31;71;Hourly;43.45;341;0.19135592871628915;-1.305025022
1697;Graphic Design;Fiverr;Intermediate;USA;PayPal;88;2194;47.66;51.29;3.97;33;Fixed;34.87;382;0.7765144834308852;-0.638094923
1698;Graphic Design;PeoplePerHour;Beginner;Asia;Bank Transfer;138;2217;14.01;56.76;3.86;24;Hourly;57.78;407;0.954572421;-1.039382811
1699;Graphic Design;Freelancer;Intermediate;Australia;Crypto;34;9802;61.95;98.16;4.19;89;Hourly;56.36;270;-0.872067258;1.1313679517185804
1700;Web Development;Freelancer;Beginner;Europe;Bank Transfer;13;9418;31.7;77.48;5;69;Fixed;60.07;11;-1.796129801;-0.049639474
1701;SEO;Toptal;Intermediate;Asia;PayPal;174;9510;32.29;98.29;4.54;38;Fixed;28.77;493;-0.926786405;2.3914500251988637
1702;Customer Support;Freelancer;Intermediate;Australia;Crypto;294;5941;12.29;71.62;3.8;11;Hourly;32.1;94;-0.876894356;-0.348223197
1703;App Development;Fiverr;Intermediate;Australia;Mobile Banking;172;6586;34.47;65.59;4.66;32;Fixed;18.77;490;-0.298704106;1.569879827961325
1704;App Development;Upwork;Beginner;Australia;Bank Transfer;149;1216;53.13;75.31;3.34;64;Fixed;55.89;447;1.178700888698678;-0.624611811
1705;Digital Marketing;Upwork;Expert;Asia;PayPal;232;3625;60.54;71.98;3.06;72;Fixed;12.79;30;-1.009352356;-0.799150226
1706;Data Entry;Upwork;Expert;UK;Mobile Banking;80;2891;11.33;55.28;3.41;20;Hourly;51.84;436;1.0224632898895176;-1.268031231
1707;Web Development;Upwork;Expert;UK;PayPal;227;1920;66.89;82.04;3.68;34;Hourly;70.88;349;1.5915739128435493;-0.345105946
1708;SEO;Freelancer;Intermediate;Europe;Bank Transfer;181;2936;51.44;60.8;4.02;42;Fixed;72.36;232;1.1415585560591863;-0.893836907
1709;Graphic Design;Freelancer;Beginner;UK;PayPal;193;209;56.01;80.98;4.23;8;Fixed;41.43;339;0.657206607;-0.355631825
1710;SEO;Toptal;Intermediate;Middle East;Crypto;50;7293;84.12;82.51;4.82;66;Hourly;42.15;327;-0.261244189;1.4011788930915396
1711;Web Development;Freelancer;Beginner;UK;PayPal;21;3813;37.51;57.6;4.02;21;Hourly;15.39;299;-0.36494102;-0.605341981
1712;Web Development;Upwork;Intermediate;UK;Bank Transfer;70;1105;21.53;53.07;4;79;Fixed;56.95;285;0.11238218232965434;-1.637775366
1713;Web Development;PeoplePerHour;Beginner;UK;Crypto;265;383;57.42;89.04;3.1;70;Fixed;67.49;34;0.22922986548222926;-1.809078951
1714;Digital Marketing;PeoplePerHour;Beginner;USA;PayPal;127;3646;94.78;72.99;3.07;5;Fixed;27.13;20;0.5081954958757701;-1.146809026
1715;Content Writing;Fiverr;Beginner;Europe;PayPal;235;7657;54.2;52.91;4.1;67;Hourly;39.49;110;-0.342594472;0.3157567516662905
1716;Data Entry;Fiverr;Intermediate;Middle East;Crypto;129;9133;84.03;99.74;3.88;43;Hourly;68.72;487;1.2322115796743471;1.8391175378235978
1717;Digital Marketing;Freelancer;Expert;UK;Mobile Banking;116;1412;76.92;52.89;4.68;16;Fixed;71.4;318;1.9653643455855592;-0.624501728
